0,face,0,210,181,354,364,0
0,face,1,740,167,892,365,0
1,face,0,209,180,353,368,0
1,face,1,741,167,892,365,0
2,face,0,209,180,353,368,0
2,face,1,741,167,892,365,0
3,face,0,209,180,353,371,0
3,face,1,741,167,892,365,0
4,face,0,208,183,352,371,0
4,face,1,740,168,892,366,0
5,face,0,207,181,353,371,0
5,face,1,740,169,892,366,0
6,face,0,207,182,352,369,0
6,face,1,740,170,892,366,0
7,face,0,206,182,351,367,0
7,face,1,740,169,892,366,0
8,face,0,206,183,350,366,0
8,face,1,740,169,893,366,0
9,face,0,204,184,349,365,0
9,face,1,740,169,893,366,0
10,face,0,203,184,347,365,0
10,face,1,740,169,893,366,0
11,face,0,201,184,344,364,0
11,face,1,740,169,894,366,0
12,face,0,200,184,343,364,0
12,face,1,741,169,894,366,0
13,face,0,200,184,343,364,0
13,face,1,741,169,895,366,0
14,face,0,200,183,345,364,0
14,face,1,741,170,896,366,0
15,face,0,201,183,346,365,0
15,face,1,741,169,896,367,0
16,face,0,204,182,350,367,0
16,face,1,742,170,896,367,0
17,face,0,205,180,351,367,0
17,face,1,741,165,896,367,0
18,face,0,206,180,351,367,0
18,face,1,741,166,896,367,0
19,face,0,206,181,352,368,0
19,face,1,741,166,895,368,0
20,face,0,207,182,353,369,0
20,face,1,741,166,895,367,0
21,face,0,208,182,355,371,0
21,face,1,741,166,894,367,0
22,face,0,209,182,355,371,0
22,face,1,741,171,893,366,0
23,face,0,209,182,356,371,0
23,face,1,741,171,893,367,0
24,face,0,211,182,356,371,0
24,face,1,741,171,893,366,0
25,face,0,211,182,357,371,0
25,face,1,741,171,894,367,0
26,face,0,212,183,357,371,0
26,face,1,741,171,894,367,0
27,face,0,212,183,357,371,0
27,face,1,741,171,895,368,0
28,face,0,212,183,356,372,0
28,face,1,742,168,895,367,0
29,face,0,212,183,357,372,0
29,face,1,742,168,895,368,0
30,face,0,212,183,357,371,0
30,face,1,742,168,895,368,0
31,face,0,212,184,358,370,0
31,face,1,743,168,895,368,0
32,face,0,213,184,358,370,0
32,face,1,743,168,895,368,0
33,face,0,213,184,359,371,0
33,face,1,743,169,895,368,0
34,face,0,214,185,359,373,0
34,face,1,743,169,895,368,0
35,face,0,214,185,359,374,0
35,face,1,743,169,895,368,0
36,face,0,214,186,359,375,0
36,face,1,742,169,895,369,0
37,face,0,213,186,359,376,0
37,face,1,742,169,895,368,0
38,face,0,213,187,359,377,0
38,face,1,743,170,895,368,0
39,face,0,213,188,357,381,0
39,face,1,742,169,895,368,0
40,face,0,212,189,356,384,0
40,face,1,742,169,895,368,0
41,face,0,212,189,355,384,0
41,face,1,742,169,895,368,0
42,face,0,212,188,356,379,0
42,face,1,742,169,894,368,0
43,face,0,212,187,357,377,0
43,face,1,741,169,894,368,0
44,face,0,213,186,358,376,0
44,face,1,741,170,894,368,0
45,face,0,213,185,359,376,0
45,face,1,741,169,894,368,0
46,face,0,214,186,359,378,0
46,face,1,741,170,894,369,0
47,face,0,215,187,360,378,0
47,face,1,741,170,894,369,0
48,face,0,216,188,360,376,0
48,face,1,742,170,895,369,0
49,face,0,217,188,361,376,0
49,face,1,742,170,895,369,0
50,face,0,218,188,361,376,0
50,face,1,742,170,896,369,0
51,face,0,218,190,362,378,0
51,face,1,742,170,895,369,0
52,face,0,218,190,362,378,0
52,face,1,742,170,895,369,0
53,face,0,219,190,363,378,0
53,face,1,741,169,895,370,0
54,face,0,220,190,363,378,0
54,face,1,741,169,895,372,0
55,face,0,221,190,364,377,0
55,face,1,741,169,896,373,0
56,face,0,223,189,365,377,0
56,face,1,740,167,897,372,0
57,face,0,224,189,365,376,0
57,face,1,741,167,900,369,0
