0,face,0,320,285,446,448,0
0,face,1,771,280,875,432,0
0,face,2,700,112,770,204,0
1,face,0,321,284,446,449,0
1,face,1,771,279,874,434,0
1,face,2,698,112,769,204,0
2,face,0,321,284,446,449,0
2,face,1,771,279,874,434,0
2,face,2,698,112,769,204,0
3,face,0,325,283,447,451,0
3,face,1,770,278,877,434,0
3,face,2,696,112,768,203,0
4,face,0,328,283,448,453,0
4,face,1,773,277,879,435,0
4,face,2,695,111,767,203,0
5,face,0,330,283,450,454,0
5,face,1,777,275,885,431,0
5,face,2,694,111,765,201,0
6,face,0,331,284,452,452,0
6,face,1,779,275,892,430,0
6,face,2,693,108,764,201,0
7,face,0,335,283,454,448,0
7,face,1,784,275,897,429,0
7,face,2,692,108,762,200,0
8,face,0,343,283,457,447,0
8,face,1,790,278,904,427,0
8,face,2,691,108,760,198,0
9,face,0,347,284,461,445,0
9,face,1,793,275,908,428,0
9,face,2,690,107,759,198,0
10,face,0,349,283,466,446,0
10,face,1,795,273,909,428,0
10,face,2,688,108,757,198,0
11,face,0,352,283,469,446,0
11,face,1,794,274,909,428,0
11,face,2,684,107,755,194,0
12,face,0,355,283,470,446,0
12,face,1,793,271,909,428,0
12,face,2,680,107,756,195,0
13,face,0,357,284,472,445,0
13,face,1,793,271,909,426,0
13,face,2,679,107,758,192,0
14,face,0,359,284,473,447,0
14,face,1,792,269,908,427,0
14,face,2,677,106,754,190,0
15,face,0,361,284,474,447,0
15,face,1,791,270,906,427,0
15,face,2,675,105,753,191,0
16,face,0,361,288,474,448,0
16,face,1,789,269,904,427,0
16,face,2,672,104,750,190,0
17,face,0,361,289,476,450,0
17,face,1,788,269,903,427,0
17,face,2,671,105,749,192,0
18,face,0,361,290,475,452,0
18,face,1,787,269,903,428,0
18,face,2,669,104,751,191,0
19,face,0,361,290,476,454,0
19,face,1,786,269,903,428,0
19,face,2,668,105,748,191,0
20,face,0,360,291,475,455,0
20,face,1,786,269,903,428,0
20,face,2,667,105,747,191,0
21,face,0,360,286,475,455,0
21,face,1,786,270,903,428,0
21,face,2,667,105,749,192,0
22,face,0,359,285,472,451,0
22,face,1,787,271,904,428,0
22,face,2,667,105,750,192,0
23,face,0,356,284,472,450,0
23,face,1,787,271,904,427,0
23,face,2,669,105,753,192,0
24,face,0,354,283,469,450,0
24,face,1,788,271,905,426,0
24,face,2,672,105,756,192,0
25,face,0,352,283,467,450,0
25,face,1,789,271,906,426,0
25,face,2,674,104,761,193,0
26,face,0,350,283,464,452,0
