chunk_id,speaker_id,is_speaking,frame_id,pos_chunk_id,pos_frame_id,neg_chunk_id,neg_speaker_id,neg_frame_id,video_flag,audio_flag
1,0,1,0,2,9,1,1,7,1,1
1,0,1,1,2,1,1,1,14,1,1
1,0,1,2,2,16,1,2,5,1,1
1,0,1,3,4,0,1,1,1,1,1
1,0,1,4,3,16,1,2,6,1,1
1,0,1,5,4,3,1,1,7,1,1
1,0,1,6,4,1,1,2,13,1,1
1,0,1,7,5,4,1,2,14,1,1
1,0,1,8,2,13,1,2,1,1,1
1,0,1,9,5,1,1,2,1,1,1
1,0,1,10,4,8,1,2,6,1,1
1,0,1,11,3,1,1,1,3,1,1
1,0,1,12,5,12,1,1,9,1,1
1,0,1,13,5,12,1,1,14,1,1
1,0,1,14,2,14,1,2,4,1,1
1,0,1,15,2,10,1,1,13,1,1
1,0,1,16,4,5,1,1,12,1,1
1,0,1,17,5,15,1,1,13,1,1
2,0,1,0,3,16,2,2,0,1,1
2,0,1,1,1,12,2,1,12,1,1
2,0,1,2,5,4,2,2,1,1,1
2,0,1,3,3,0,2,2,16,1,1
2,0,1,4,4,14,2,2,1,1,1
2,0,1,5,4,17,2,1,5,1,1
2,0,1,6,3,2,2,2,10,1,1
2,0,1,7,1,6,2,1,6,1,1
2,0,1,8,3,16,2,1,4,1,1
2,0,1,9,5,5,2,1,16,1,1
2,0,1,10,5,4,2,1,12,1,1
2,0,1,11,1,13,2,2,1,1,1
2,0,1,12,3,7,2,1,12,1,1
2,0,1,13,5,4,2,2,3,1,1
2,0,1,14,4,13,2,1,7,1,1
2,0,1,15,1,13,2,1,16,1,1
2,0,1,16,3,1,2,2,14,1,1
2,0,1,17,5,14,2,2,9,1,1
3,0,1,0,1,0,3,2,15,1,1
3,0,1,1,2,14,3,2,15,1,1
3,0,1,2,2,13,3,1,15,1,1
3,0,1,5,2,16,3,2,15,1,1
3,0,1,6,4,0,3,1,3,1,1
3,0,1,7,1,12,3,1,13,1,1
3,0,1,9,2,7,3,1,5,1,1
3,0,1,10,2,1,3,2,0,1,1
3,0,1,11,2,13,3,1,8,1,1
3,0,1,12,5,13,3,2,15,1,1
3,0,1,13,5,10,3,2,15,1,1
3,0,1,14,4,9,3,2,3,1,1
3,0,1,15,5,9,3,2,15,1,1
3,0,1,16,2,10,3,1,6,1,1
3,0,1,17,2,1,3,2,15,1,1
4,0,1,0,1,11,4,2,0,1,1
4,0,1,1,5,5,4,1,4,1,1
4,0,1,2,2,4,4,1,10,1,1
4,0,1,3,2,0,4,2,12,1,1
4,0,1,4,2,15,4,1,4,1,1
4,0,1,5,2,15,4,1,3,1,1
4,0,1,6,3,16,4,2,11,1,1
4,0,1,7,2,14,4,2,3,1,1
4,0,1,8,5,14,4,2,12,1,1
4,0,1,9,1,9,4,1,6,1,1
4,0,1,10,5,10,4,1,12,1,1
4,0,1,11,5,6,4,1,13,1,1
4,0,1,12,2,10,4,1,3,1,1
4,0,1,13,5,8,4,1,17,1,1
4,0,1,14,2,3,4,1,7,1,1
4,0,1,15,1,14,4,1,5,1,1
4,0,1,16,3,0,4,1,7,1,1
4,0,1,17,1,15,4,2,15,1,1
5,0,1,0,4,1,5,1,12,1,1
5,0,1,1,1,9,5,1,3,1,1
5,0,1,2,3,2,5,2,13,1,1
5,0,1,3,2,13,5,1,12,1,1
5,0,1,4,4,4,5,2,2,1,1
5,0,1,5,3,11,5,2,0,1,1
5,0,1,6,3,11,5,2,4,1,1
5,0,1,7,3,16,5,1,10,1,1
5,0,1,8,2,17,5,1,11,1,1
5,0,1,9,1,4,5,1,13,1,1
5,0,1,10,3,13,5,1,5,1,1
5,0,1,11,2,17,5,2,11,1,1
5,0,1,12,3,6,5,1,3,1,1
5,0,1,13,3,0,5,1,11,1,1
5,0,1,14,2,14,5,1,13,1,1
5,0,1,15,4,13,5,1,9,1,1
3,0,0,3,2,9,3,1,0,1,0
3,0,0,4,2,13,3,1,12,1,0
3,0,0,8,5,13,3,1,5,1,0
1,1,1,0,4,9,1,0,5,1,1
1,1,1,1,3,8,1,0,5,1,1
1,1,1,2,2,6,1,2,12,1,1
1,1,1,3,2,9,1,0,7,1,1
1,1,1,4,5,5,1,0,1,1,1
1,1,1,5,5,5,1,0,11,1,1
1,1,1,6,4,0,1,0,10,1,1
1,1,1,7,2,16,1,0,4,1,1
1,1,1,8,4,14,1,2,4,1,1
1,1,1,9,4,7,1,0,6,1,1
1,1,1,10,2,10,1,2,7,1,1
1,1,1,11,5,10,1,0,6,1,1
1,1,1,12,3,17,1,0,15,1,1
1,1,1,13,3,2,1,0,8,1,1
1,1,1,14,2,10,1,0,9,1,1
1,1,1,15,2,5,1,0,15,1,1
1,1,1,16,4,13,1,0,10,1,1
1,1,1,17,3,6,1,2,2,1,1
2,1,1,0,3,7,2,2,4,1,1
2,1,1,1,4,9,2,0,17,1,1
2,1,1,2,5,7,2,2,10,1,1
2,1,1,3,3,4,2,0,9,1,1
2,1,1,5,5,6,2,2,11,1,1
2,1,1,6,4,8,2,2,17,1,1
2,1,1,7,1,1,2,2,4,1,1
2,1,1,8,4,2,2,0,4,1,1
2,1,1,9,4,14,2,2,4,1,1
2,1,1,10,4,0,2,2,0,1,1
2,1,1,11,3,4,2,2,5,1,1
2,1,1,12,3,11,2,2,2,1,1
2,1,1,13,5,4,2,2,17,1,1
2,1,1,14,4,12,2,2,2,1,1
2,1,1,15,1,12,2,0,9,1,1
2,1,1,16,4,7,2,2,1,1,1
2,1,1,17,3,14,2,0,1,1,1
3,1,1,0,5,9,3,0,10,1,1
3,1,1,1,5,15,3,0,3,1,1
3,1,1,2,1,17,3,0,8,1,1
3,1,1,3,5,10,3,0,11,1,1
3,1,1,4,4,15,3,2,13,1,1
3,1,1,5,1,5,3,0,3,1,1
3,1,1,6,2,3,3,2,14,1,1
3,1,1,7,4,16,3,0,8,1,1
3,1,1,8,2,3,3,0,8,1,1
3,1,1,9,1,3,3,2,7,1,1
3,1,1,10,4,1,3,2,14,1,1
3,1,1,11,5,9,3,2,17,1,1
3,1,1,12,1,8,3,0,2,1,1
3,1,1,13,2,11,3,0,8,1,1
3,1,1,14,2,8,3,0,4,1,1
3,1,1,15,1,2,3,2,5,1,1
3,1,1,16,5,12,3,0,8,1,1
3,1,1,17,1,0,3,0,3,1,1
4,1,1,0,1,16,4,0,10,1,1
4,1,1,1,3,6,4,0,9,1,1
4,1,1,2,3,4,4,0,5,1,1
4,1,1,3,2,10,4,0,12,1,1
4,1,1,4,3,9,4,2,2,1,1
4,1,1,5,5,0,4,0,7,1,1
4,1,1,6,1,16,4,2,16,1,1
4,1,1,7,5,13,4,0,5,1,1
4,1,1,8,2,7,4,0,9,1,1
4,1,1,9,1,0,4,2,5,1,1
4,1,1,10,2,17,4,2,10,1,1
4,1,1,12,1,17,4,2,7,1,1
4,1,1,13,5,10,4,2,13,1,1
4,1,1,14,1,5,4,2,16,1,1
4,1,1,15,5,7,4,0,13,1,1
