face_id,frame_id,is_speaking,video_id,chunk_id
0,0,True,5,39
1,0,True,5,39
0,1,True,5,39
1,1,True,5,39
0,2,True,5,39
1,2,True,5,39
0,3,True,5,39
1,3,True,5,39
0,4,True,5,39
1,4,True,5,39
0,5,True,5,39
1,5,True,5,39
0,6,True,5,39
1,6,True,5,39
0,7,True,5,39
1,7,True,5,39
0,8,True,5,39
1,8,True,5,39
0,9,True,5,39
1,9,True,5,39
0,10,True,5,39
1,10,True,5,39
0,11,True,5,39
1,11,True,5,39
0,12,True,5,39
1,12,True,5,39
0,13,True,5,39
1,13,True,5,39
0,14,True,5,39
1,14,True,5,39
0,15,True,5,39
1,15,True,5,39
0,16,True,5,39
1,16,True,5,39
0,17,True,5,39
1,17,True,5,39
0,0,True,5,40
1,0,True,5,40
0,1,True,5,40
1,1,True,5,40
0,2,True,5,40
1,2,True,5,40
0,3,True,5,40
1,3,True,5,40
0,4,True,5,40
1,4,False,5,40
0,5,True,5,40
1,5,True,5,40
0,6,True,5,40
1,6,True,5,40
0,7,True,5,40
1,7,True,5,40
0,8,True,5,40
1,8,True,5,40
0,9,True,5,40
1,9,True,5,40
0,10,True,5,40
1,10,True,5,40
0,11,True,5,40
1,11,True,5,40
0,12,True,5,40
1,12,True,5,40
0,13,True,5,40
1,13,True,5,40
0,14,True,5,40
1,14,True,5,40
0,15,True,5,40
1,15,True,5,40
0,16,True,5,40
1,16,True,5,40
0,17,True,5,40
1,17,True,5,40
0,0,True,5,41
1,0,True,5,41
0,1,True,5,41
1,1,True,5,41
0,2,True,5,41
1,2,True,5,41
0,3,False,5,41
1,3,True,5,41
0,4,False,5,41
1,4,True,5,41
0,5,True,5,41
1,5,True,5,41
0,6,True,5,41
1,6,True,5,41
0,7,True,5,41
1,7,True,5,41
0,8,False,5,41
1,8,True,5,41
0,9,True,5,41
1,9,True,5,41
0,10,True,5,41
1,10,True,5,41
0,11,True,5,41
1,11,True,5,41
0,12,True,5,41
1,12,True,5,41
0,13,True,5,41
1,13,True,5,41
0,14,True,5,41
1,14,True,5,41
0,15,True,5,41
1,15,True,5,41
0,16,True,5,41
1,16,True,5,41
0,17,True,5,41
1,17,True,5,41
0,0,True,5,42
1,0,True,5,42
0,1,True,5,42
1,1,True,5,42
0,2,True,5,42
1,2,True,5,42
0,3,True,5,42
1,3,True,5,42
0,4,True,5,42
1,4,True,5,42
0,5,True,5,42
1,5,True,5,42
0,6,True,5,42
1,6,True,5,42
0,7,True,5,42
1,7,True,5,42
0,8,True,5,42
1,8,True,5,42
0,9,True,5,42
1,9,True,5,42
0,10,True,5,42
1,10,True,5,42
0,11,True,5,42
1,11,False,5,42
0,12,True,5,42
1,12,True,5,42
0,13,True,5,42
1,13,True,5,42
0,14,True,5,42
1,14,True,5,42
0,15,True,5,42
1,15,True,5,42
0,16,True,5,42
1,16,True,5,42
0,17,True,5,42
1,17,True,5,42
0,0,True,5,43
1,0,True,5,43
0,1,True,5,43
1,1,True,5,43
0,2,True,5,43
1,2,True,5,43
0,3,True,5,43
1,3,True,5,43
0,4,True,5,43
1,4,True,5,43
0,5,True,5,43
1,5,True,5,43
0,6,True,5,43
1,6,True,5,43
0,7,True,5,43
1,7,True,5,43
0,8,True,5,43
1,8,True,5,43
0,9,True,5,43
1,9,True,5,43
0,10,True,5,43
1,10,True,5,43
0,11,True,5,43
1,11,True,5,43
0,12,True,5,43
1,12,True,5,43
0,13,True,5,43
1,13,True,5,43
0,14,True,5,43
1,14,True,5,43
0,15,True,5,43
1,15,True,5,43
0,16,True,5,43
1,16,True,5,43
0,17,True,5,43
1,17,True,5,43
0,0,True,5,44
1,0,True,5,44
0,1,True,5,44
1,1,True,5,44
