face_id,frame_id,is_speaking,video_id,chunk_id
0,0,True,3,20
1,0,True,3,20
2,0,True,3,20
0,1,True,3,20
1,1,True,3,20
2,1,True,3,20
0,2,True,3,20
1,2,True,3,20
2,2,True,3,20
0,3,True,3,20
1,3,True,3,20
2,3,False,3,20
0,4,True,3,20
1,4,True,3,20
2,4,False,3,20
0,5,True,3,20
1,5,True,3,20
2,5,False,3,20
0,6,True,3,20
1,6,True,3,20
2,6,False,3,20
0,7,True,3,20
1,7,True,3,20
2,7,False,3,20
0,8,True,3,20
1,8,True,3,20
2,8,False,3,20
0,9,True,3,20
1,9,True,3,20
2,9,False,3,20
0,10,True,3,20
1,10,True,3,20
2,10,False,3,20
0,11,True,3,20
1,11,True,3,20
2,11,False,3,20
0,12,True,3,20
1,12,True,3,20
2,12,False,3,20
0,13,True,3,20
1,13,True,3,20
2,13,False,3,20
0,14,True,3,20
1,14,True,3,20
2,14,False,3,20
0,15,True,3,20
1,15,True,3,20
2,15,False,3,20
0,0,True,3,21
1,0,True,3,21
2,0,False,3,21
0,1,True,3,21
1,1,True,3,21
2,1,False,3,21
0,2,True,3,21
1,2,True,3,21
2,2,True,3,21
0,3,True,3,21
1,3,False,3,21
2,3,True,3,21
0,4,True,3,21
1,4,True,3,21
2,4,True,3,21
0,5,True,3,21
1,5,True,3,21
2,5,True,3,21
0,6,True,3,21
1,6,True,3,21
2,6,True,3,21
0,7,True,3,21
1,7,True,3,21
2,7,True,3,21
0,8,True,3,21
1,8,True,3,21
2,8,True,3,21
0,9,True,3,21
1,9,True,3,21
2,9,True,3,21
0,10,True,3,21
1,10,True,3,21
2,10,True,3,21
0,11,True,3,21
1,11,True,3,21
2,11,True,3,21
0,12,True,3,21
1,12,True,3,21
2,12,True,3,21
0,13,True,3,21
1,13,True,3,21
2,13,True,3,21
0,14,True,3,21
1,14,True,3,21
2,14,True,3,21
0,15,True,3,21
1,15,True,3,21
2,15,True,3,21
0,0,True,3,22
1,0,True,3,22
2,0,True,3,22
0,1,True,3,22
1,1,True,3,22
2,1,True,3,22
0,2,True,3,22
1,2,True,3,22
2,2,True,3,22
0,3,False,3,22
1,3,True,3,22
2,3,True,3,22
0,4,True,3,22
1,4,True,3,22
2,4,True,3,22
0,5,True,3,22
1,5,True,3,22
2,5,True,3,22
0,6,True,3,22
1,6,True,3,22
2,6,True,3,22
0,7,False,3,22
1,7,True,3,22
2,7,True,3,22
0,8,True,3,22
1,8,True,3,22
2,8,True,3,22
0,9,True,3,22
1,9,True,3,22
2,9,True,3,22
0,10,True,3,22
1,10,True,3,22
2,10,True,3,22
0,11,True,3,22
1,11,True,3,22
2,11,True,3,22
0,12,True,3,22
1,12,True,3,22
2,12,True,3,22
0,13,True,3,22
1,13,True,3,22
2,13,False,3,22
0,14,True,3,22
1,14,True,3,22
2,14,True,3,22
0,15,True,3,22
1,15,True,3,22
2,15,True,3,22
0,0,True,3,23
1,0,True,3,23
2,0,True,3,23
0,1,True,3,23
1,1,True,3,23
2,1,False,3,23
0,2,True,3,23
1,2,True,3,23
2,2,False,3,23
0,3,True,3,23
1,3,True,3,23
2,3,False,3,23
0,4,True,3,23
1,4,True,3,23
2,4,False,3,23
0,5,True,3,23
1,5,True,3,23
2,5,False,3,23
0,6,True,3,23
1,6,True,3,23
2,6,False,3,23
0,7,True,3,23
1,7,True,3,23
2,7,False,3,23
0,8,True,3,23
1,8,True,3,23
2,8,False,3,23
0,9,True,3,23
1,9,True,3,23
2,9,False,3,23
0,10,True,3,23
1,10,False,3,23
2,10,False,3,23
0,11,True,3,23
1,11,True,3,23
2,11,False,3,23
0,12,True,3,23
1,12,True,3,23
2,12,False,3,23
0,13,True,3,23
1,13,True,3,23
2,13,False,3,23
0,14,True,3,23
1,14,True,3,23
2,14,False,3,23
0,15,True,3,23
1,15,True,3,23
2,15,False,3,23
0,0,True,3,24
1,0,True,3,24
2,0,False,3,24
0,1,True,3,24
1,1,True,3,24
2,1,False,3,24
0,2,True,3,24
1,2,True,3,24
2,2,False,3,24
0,3,True,3,24
1,3,True,3,24
2,3,False,3,24
0,4,True,3,24
1,4,True,3,24
2,4,False,3,24
0,5,True,3,24
1,5,True,3,24
2,5,False,3,24
0,6,True,3,24
1,6,True,3,24
2,6,False,3,24
0,7,True,3,24
1,7,True,3,24
2,7,False,3,24
0,8,True,3,24
1,8,True,3,24
2,8,False,3,24
0,9,True,3,24
1,9,True,3,24
2,9,False,3,24
0,10,True,3,24
1,10,True,3,24
2,10,False,3,24
0,11,True,3,24
1,11,True,3,24
2,11,False,3,24
0,12,True,3,24
1,12,True,3,24
2,12,False,3,24
0,13,True,3,24
1,13,True,3,24
2,13,False,3,24
0,14,True,3,24
1,14,True,3,24
2,14,False,3,24
0,15,True,3,24
1,15,True,3,24
2,15,False,3,24
0,0,True,3,25
1,0,True,3,25
2,0,False,3,25
0,1,True,3,25
1,1,True,3,25
2,1,False,3,25
0,2,False,3,25
1,2,True,3,25
2,2,False,3,25
0,3,False,3,25
1,3,True,3,25
2,3,False,3,25
0,4,True,3,25
1,4,True,3,25
2,4,False,3,25
0,5,True,3,25
1,5,True,3,25
2,5,False,3,25
0,6,True,3,25
1,6,True,3,25
2,6,False,3,25
0,7,True,3,25
1,7,True,3,25
2,7,False,3,25
0,8,True,3,25
1,8,True,3,25
2,8,False,3,25
0,9,True,3,25
1,9,True,3,25
2,9,False,3,25
0,10,True,3,25
1,10,True,3,25
2,10,False,3,25
0,11,True,3,25
1,11,True,3,25
2,11,False,3,25
0,12,True,3,25
1,12,True,3,25
2,12,False,3,25
0,13,True,3,25
1,13,True,3,25
2,13,False,3,25
0,14,True,3,25
1,14,True,3,25
2,14,False,3,25
0,15,True,3,25
1,15,True,3,25
2,15,False,3,25
0,0,True,3,26
1,0,True,3,26
2,0,False,3,26
0,1,True,3,26
1,1,True,3,26
2,1,False,3,26
0,2,True,3,26
1,2,True,3,26
2,2,False,3,26
0,3,True,3,26
1,3,True,3,26
2,3,False,3,26
0,4,True,3,26
1,4,True,3,26
2,4,False,3,26
0,5,True,3,26
1,5,False,3,26
2,5,False,3,26
0,6,True,3,26
1,6,False,3,26
2,6,False,3,26
0,7,True,3,26
1,7,True,3,26
2,7,False,3,26
0,8,True,3,26
1,8,True,3,26
2,8,False,3,26
0,9,True,3,26
1,9,True,3,26
2,9,False,3,26
0,10,True,3,26
1,10,True,3,26
2,10,False,3,26
0,11,True,3,26
1,11,True,3,26
2,11,False,3,26
0,12,True,3,26
1,12,True,3,26
2,12,False,3,26
0,13,False,3,26
1,13,True,3,26
2,13,False,3,26
0,14,False,3,26
1,14,True,3,26
2,14,False,3,26
0,15,False,3,26
1,15,True,3,26
2,15,False,3,26
0,0,False,3,27
1,0,True,3,27
2,0,False,3,27
0,1,False,3,27
1,1,True,3,27
2,1,False,3,27
0,2,False,3,27
1,2,True,3,27
2,2,False,3,27
0,3,False,3,27
1,3,True,3,27
2,3,False,3,27
0,4,False,3,27
1,4,True,3,27
2,4,False,3,27
0,5,False,3,27
1,5,True,3,27
2,5,False,3,27
0,6,False,3,27
1,6,True,3,27
2,6,False,3,27
0,7,False,3,27
1,7,True,3,27
2,7,False,3,27
0,8,False,3,27
1,8,True,3,27
2,8,False,3,27
0,9,False,3,27
1,9,True,3,27
2,9,False,3,27
0,10,False,3,27
1,10,True,3,27
2,10,False,3,27
0,11,False,3,27
1,11,True,3,27
2,11,False,3,27
0,12,False,3,27
1,12,True,3,27
2,12,False,3,27
0,13,False,3,27
1,13,True,3,27
2,13,False,3,27
0,14,False,3,27
1,14,True,3,27
2,14,False,3,27
0,15,False,3,27
1,15,True,3,27
2,15,False,3,27
0,0,True,3,28
1,0,True,3,28
2,0,False,3,28
0,1,True,3,28
1,1,True,3,28
2,1,False,3,28
0,2,False,3,28
1,2,True,3,28
2,2,False,3,28
0,3,False,3,28
1,3,True,3,28
