face_id,frame_id,is_speaking,video_id,chunk_id
0,0,True,2,6
1,0,True,2,6
0,1,True,2,6
1,1,True,2,6
0,2,True,2,6
1,2,True,2,6
0,3,True,2,6
1,3,True,2,6
0,4,True,2,6
1,4,True,2,6
0,5,True,2,6
1,5,True,2,6
0,6,True,2,6
1,6,True,2,6
0,7,True,2,6
1,7,True,2,6
0,8,True,2,6
1,8,True,2,6
0,9,True,2,6
1,9,True,2,6
0,10,True,2,6
1,10,True,2,6
0,11,True,2,6
1,11,True,2,6
0,12,True,2,6
1,12,True,2,6
0,13,True,2,6
1,13,True,2,6
0,14,True,2,6
1,14,True,2,6
0,15,True,2,6
1,15,True,2,6
0,16,True,2,6
1,16,True,2,6
0,17,True,2,6
1,17,True,2,6
0,0,True,2,7
1,0,True,2,7
0,1,True,2,7
1,1,True,2,7
0,2,True,2,7
1,2,True,2,7
0,3,True,2,7
1,3,True,2,7
0,4,True,2,7
1,4,False,2,7
0,5,True,2,7
1,5,True,2,7
0,6,True,2,7
1,6,True,2,7
0,7,True,2,7
1,7,True,2,7
0,8,True,2,7
1,8,True,2,7
0,9,True,2,7
1,9,True,2,7
0,10,True,2,7
1,10,True,2,7
0,11,True,2,7
1,11,True,2,7
0,12,True,2,7
1,12,True,2,7
0,13,True,2,7
1,13,True,2,7
0,14,True,2,7
1,14,True,2,7
0,15,True,2,7
1,15,True,2,7
0,16,True,2,7
1,16,True,2,7
0,17,True,2,7
1,17,True,2,7
0,0,True,2,8
1,0,True,2,8
0,1,True,2,8
1,1,True,2,8
0,2,True,2,8
1,2,True,2,8
0,3,False,2,8
1,3,True,2,8
0,4,False,2,8
1,4,True,2,8
0,5,True,2,8
1,5,True,2,8
0,6,True,2,8
1,6,True,2,8
0,7,True,2,8
1,7,True,2,8
0,8,False,2,8
1,8,True,2,8
0,9,True,2,8
1,9,True,2,8
0,10,True,2,8
1,10,True,2,8
0,11,True,2,8
1,11,True,2,8
0,12,True,2,8
1,12,True,2,8
0,13,True,2,8
1,13,True,2,8
0,14,True,2,8
1,14,True,2,8
0,15,True,2,8
1,15,True,2,8
0,16,True,2,8
1,16,True,2,8
0,17,True,2,8
1,17,True,2,8
0,0,True,2,9
1,0,True,2,9
0,1,True,2,9
1,1,True,2,9
0,2,True,2,9
1,2,True,2,9
0,3,True,2,9
1,3,True,2,9
0,4,True,2,9
1,4,True,2,9
0,5,True,2,9
1,5,True,2,9
0,6,True,2,9
1,6,True,2,9
0,7,True,2,9
1,7,True,2,9
0,8,True,2,9
1,8,True,2,9
0,9,True,2,9
1,9,True,2,9
0,10,True,2,9
1,10,True,2,9
0,11,True,2,9
1,11,False,2,9
0,12,True,2,9
1,12,True,2,9
0,13,True,2,9
1,13,True,2,9
0,14,True,2,9
1,14,True,2,9
0,15,True,2,9
1,15,True,2,9
0,16,True,2,9
1,16,True,2,9
0,17,True,2,9
1,17,True,2,9
0,0,True,2,10
1,0,True,2,10
0,1,True,2,10
1,1,True,2,10
0,2,True,2,10
1,2,True,2,10
0,3,True,2,10
1,3,True,2,10
0,4,True,2,10
1,4,True,2,10
0,5,True,2,10
1,5,True,2,10
0,6,True,2,10
1,6,True,2,10
0,7,True,2,10
1,7,True,2,10
0,8,True,2,10
1,8,True,2,10
0,9,True,2,10
1,9,True,2,10
0,10,True,2,10
1,10,True,2,10
0,11,True,2,10
1,11,True,2,10
0,12,True,2,10
1,12,True,2,10
0,13,True,2,10
1,13,True,2,10
0,14,True,2,10
1,14,True,2,10
0,15,True,2,10
1,15,True,2,10
0,16,True,2,10
1,16,True,2,10
0,17,True,2,10
1,17,True,2,10
0,0,True,2,11
1,0,True,2,11
0,1,True,2,11
1,1,True,2,11
0,2,False,2,11
1,2,True,2,11
