face_id,frame_id,is_speaking,video_id,chunk_id
0,0,True,5,40
1,0,True,5,40
0,1,True,5,40
1,1,True,5,40
0,2,True,5,40
1,2,True,5,40
0,3,True,5,40
1,3,True,5,40
0,4,True,5,40
1,4,False,5,40
0,5,True,5,40
1,5,True,5,40
0,6,True,5,40
1,6,True,5,40
0,7,True,5,40
1,7,True,5,40
0,8,True,5,40
1,8,True,5,40
0,9,True,5,40
1,9,True,5,40
0,10,True,5,40
1,10,True,5,40
0,11,True,5,40
1,11,True,5,40
0,12,True,5,40
1,12,True,5,40
0,13,True,5,40
1,13,True,5,40
0,14,True,5,40
1,14,True,5,40
0,15,True,5,40
1,15,True,5,40
0,16,True,5,40
1,16,True,5,40
0,17,True,5,40
1,17,True,5,40
